# t 	 Sigma_L 	 Sigma_R 	 ILR 
0.081	0.16	0.3	0.03985861605958725
0.082	0.16	0.3	0.040448988686403765
0.083	0.16	0.32	0.03685561734713381
0.084	0.16	0.32	0.037436725097105945
0.085	0.16	0.32	0.03802797481616875
0.08600000000000001	0.16	0.32	0.0386293665043222
0.08700000000000001	0.16	0.32	0.03924090016156637
0.088	0.16	0.32	0.03986257578790116
0.089	0.16	0.32	0.04049439338332664
0.09	0.16	0.32	0.04113635294784286
0.091	0.16	0.32	0.04178845448144968
0.092	0.16	0.32	0.042450697984147225
0.093	0.16	0.32	0.04312308345593542
0.094	0.16	0.32	0.04380561089681427
0.095	0.16	0.32	0.04449828030678378
0.096	0.16	0.32	0.045201091685844026
0.097	0.16	0.32	0.04591404503399492
0.098	0.16	0.34	0.04168497183370137
0.099	0.16	0.34	0.04238387138826051
0.1	0.16	0.34	0.04309258989503221
0.101	0.18	0.34	0.03709662778177061
0.10200000000000001	0.18	0.34	0.03778327251746595
0.10300000000000001	0.18	0.34	0.03847941318849571
0.10400000000000001	0.18	0.34	0.03918504979485987
0.105	0.18	0.34	0.03990018233655842
0.106	0.18	0.34	0.04062481081359129
0.107	0.18	0.34	0.041358935225958654
0.108	0.18	0.34	0.04210255557366034
0.109	0.18	0.34	0.04285567185669644
0.11	0.18	0.34	0.04361828407506695
0.111	0.18	0.34	0.044390392228771815
0.112	0.18	0.34	0.04517199631781111
0.113	0.18	0.36	0.040252968259169776
0.114	0.19999999999999998	0.36	0.05644887408676075
0.115	0.19999999999999998	0.36	0.057129341580475654
0.116	0.19999999999999998	0.38	0.05195758501341403
0.117	0.19999999999999998	0.38	0.052617735186435206
0.11800000000000001	0.19999999999999998	0.38	0.05328705827791271
0.11900000000000001	0.19999999999999998	0.38	0.053965554287846475
0.12	0.19999999999999998	0.38	0.05465322321623646
0.121	0.19999999999999998	0.38	0.0553500650630827
0.122	0.19999999999999998	0.38	0.056056079828385175
0.123	0.19999999999999998	0.4	0.05055583305214235
0.124	0.19999999999999998	0.4	0.05123895111759911
0.125	0.19999999999999998	0.42	0.04683631060897591
0.126	0.19999999999999998	0.42	0.04747194539248982
0.127	0.19999999999999998	0.42	0.048116753094460014
0.128	0.21999999999999997	0.46	0.052413139478570125
0.129	0.21999999999999997	0.46	0.052990798724698564
0.13	0.21999999999999997	0.46	0.0535773078724051
0.131	0.21999999999999997	0.46	0.0541726669216898
0.132	0.21999999999999997	0.46	0.054776875872552526
0.133	0.21999999999999997	0.46	0.05538993472499345
0.134	0.21999999999999997	0.46	0.05601184347901238
0.135	0.21999999999999997	0.46	0.056642602134609504
0.136	0.21999999999999997	0.46	0.057282210691784755
0.137	0.21999999999999997	0.46	0.05793066915053805
0.138	0.21999999999999997	0.46	0.0585879775108695
0.139	0.21999999999999997	0.46	0.05925413577277898
0.14	0.21999999999999997	0.46	0.05992914393626666
0.14100000000000001	0.21999999999999997	0.46	0.06061300200133242
0.14200000000000002	0.21999999999999997	0.48000000000000004	0.0541301933917002
0.14300000000000002	0.21999999999999997	0.48000000000000004	0.05478526107137511
0.14400000000000002	0.21999999999999997	0.48000000000000004	0.05544885563575013
0.145	0.21999999999999997	0.48000000000000004	0.056120977084824955
0.146	0.21999999999999997	0.48000000000000004	0.05680162541859987
0.147	0.21999999999999997	0.48000000000000004	0.05749080063707461
0.148	0.21999999999999997	0.48000000000000004	0.05818850274024944
0.149	0.23999999999999996	0.48000000000000004	0.048989261756268505
0.15	0.25999999999999995	0.48000000000000004	0.10242254877080414
0.151	0.25999999999999995	0.48000000000000004	0.10292410181557471
0.152	0.25999999999999995	0.48000000000000004	0.10343418174504523
0.153	0.25999999999999995	0.48000000000000004	0.1039527885592157
0.154	0.25999999999999995	0.48000000000000004	0.10447992225808612
0.155	0.25999999999999995	0.48000000000000004	0.1050155828416565
0.156	0.25999999999999995	0.48000000000000004	0.10555977030992687
0.157	0.27999999999999997	0.48000000000000004	0.09567518629110652
0.158	0.27999999999999997	0.48000000000000004	0.09617924909010861
0.159	0.27999999999999997	0.48000000000000004	0.09669151575693258
0.16	0.27999999999999997	0.48000000000000004	0.09721198629157828
0.161	0.27999999999999997	0.48000000000000004	0.09774066069404591
0.162	0.27999999999999997	0.48000000000000004	0.09827753896433533
0.163	0.27999999999999997	0.48000000000000004	0.0988226211024466
0.164	0.27999999999999997	0.48000000000000004	0.09937590710837971
0.165	0.27999999999999997	0.48000000000000004	0.0999373969821346
0.166	0.27999999999999997	0.48000000000000004	0.10050709072371129
0.167	0.27999999999999997	0.48000000000000004	0.10108498833310985
0.168	0.27999999999999997	0.48000000000000004	0.10167108981033028
0.169	0.27999999999999997	0.48000000000000004	0.1022653951553725
0.17	0.3	0.48000000000000004	0.11627608597256515
0.171	0.3	0.48000000000000004	0.1169420944171022
0.17200000000000001	0.3	0.48000000000000004	0.11761598371258294
0.17300000000000001	0.3	0.48000000000000004	0.11829775385900725
0.17400000000000002	0.3	0.48000000000000004	0.11898740485637542
0.17500000000000002	0.3	0.48000000000000004	0.1196849367046871
0.176	0.3	0.5	0.11149679114591216
0.177	0.3	0.5	0.11215420397278446
0.178	0.3	0.5	0.11281917463372226
0.179	0.3	0.5	0.11349170312872564
0.18	0.3	0.5	0.11417178945779459
0.181	0.3	0.5	0.11485943362092903
0.182	0.3	0.5	0.115554635618129
0.183	0.3	0.5	0.11625739544939453
0.184	0.3	0.5	0.11696771311472558
0.185	0.3	0.5	0.11768558861412226
0.186	0.3	0.5	0.11841102194758449
0.187	0.3	0.5	0.11914401311511215
0.188	0.3	0.5	0.11988456211670546
0.189	0.3	0.5	0.12063266895236431
0.19	0.3	0.5	0.12138833362208869
0.191	0.3	0.5	0.12215155612587852
0.192	0.3	0.5	0.12292233646373403
0.193	0.3	0.5	0.12370067463565498
0.194	0.3	0.52	0.1146834609050352
0.195	0.3	0.52	0.11541606256217116
0.196	0.3	0.52	0.1161558990364944
0.197	0.3	0.52	0.11690297032800512
0.198	0.3	0.52	0.1176572764367032
0.199	0.3	0.52	0.11841881736258875
0.2	0.3	0.52	0.11918759310566163
0.201	0.3	0.52	0.11996360366592194
0.202	0.3	0.52	0.1207468490433696
0.203	0.3	0.52	0.12153732923800474
0.20400000000000001	0.3	0.52	0.12233504424982723
0.20500000000000002	0.3	0.52	0.12313999407883719
0.20600000000000002	0.3	0.52	0.12395217872503457
0.20700000000000002	0.3	0.52	0.12477159818841925
0.20800000000000002	0.3	0.52	0.12559825246899134
0.209	0.3	0.52	0.12643214156675092
0.21	0.3	0.52	0.12727326548169782
0.211	0.3	0.52	0.1281216242138321
0.212	0.3	0.52	0.1289772177631539
0.213	0.3	0.52	0.129840046129663
0.214	0.3	0.52	0.13071010931335958
0.215	0.3	0.52	0.13158740731424354
0.216	0.3	0.52	0.13247194013231486
0.217	0.3	0.52	0.1333637077675736
0.218	0.3	0.52	0.13426271022001976
0.219	0.3	0.52	0.13516894748965333
0.22	0.32	0.54	0.13933205440042076
0.221	0.32	0.54	0.14008900796719995
0.222	0.32	0.54	0.14085319635116658
0.223	0.32	0.54	0.14162461955232045
0.224	0.32	0.54	0.14240327757066196
0.225	0.32	0.54	0.1431891704061907
0.226	0.32	0.54	0.14398229805890686
0.227	0.32	0.54	0.14478266052881045
0.228	0.32	0.54	0.14559025781590149
0.229	0.32	0.54	0.14640508992017987
0.23	0.32	0.54	0.1472271568416457
0.231	0.32	0.54	0.14805645858029892
0.232	0.32	0.54	0.14889299513613952
0.233	0.32	0.54	0.14973676650916756
0.234	0.32	0.54	0.15058777269938295
0.23500000000000001	0.32	0.54	0.15144601370678573
0.23600000000000002	0.32	0.54	0.15231148953137602
0.23700000000000002	0.32	0.54	0.15318420017315362
0.23800000000000002	0.32	0.54	0.15406414563211868
0.23900000000000002	0.32	0.54	0.15495132590827101
0.24	0.32	0.54	0.15584574100161083
0.241	0.32	0.54	0.1567473909121382
0.242	0.32	0.54	0.1576562756398528
0.243	0.32	0.54	0.15857239518475488
0.244	0.32	0.54	0.1594957495468444
0.245	0.32	0.54	0.1604263387261212
0.246	0.32	0.54	0.16136416272258547
0.247	0.34	0.54	0.1458888536651777
0.248	0.34	0.54	0.14675911155940194
0.249	0.34	0.54	0.14763628125393535
0.25	0.34	0.56	0.135887537301047
0.251	0.34	0.56	0.13670221165011595
0.252	0.34	0.56	0.13752347478261603
0.253	0.34	0.5800000000000001	0.12556690933772016
0.254	0.34	0.5800000000000001	0.12632420251440135
0.255	0.34	0.5800000000000001	0.12708776145763537
0.256	0.34	0.5800000000000001	0.12785758616742246
0.257	0.34	0.5800000000000001	0.12863367664376257
0.258	0.34	0.5800000000000001	0.1294160328866556
0.259	0.34	0.5800000000000001	0.1302046548961016
0.26	0.34	0.5800000000000001	0.13099954267210062
0.261	0.34	0.6000000000000001	0.11861203375223618
0.262	0.34	0.6000000000000001	0.11934009600106467
0.263	0.34	0.6000000000000001	0.120074100999568
0.264	0.34	0.6000000000000001	0.12081404874774614
0.265	0.34	0.6000000000000001	0.12155993924559909
0.266	0.34	0.6000000000000001	0.1223117724931269
0.267	0.34	0.6000000000000001	0.12306954849032964
0.268	0.34	0.6000000000000001	0.12383326723720713
0.269	0.34	0.6000000000000001	0.12460292873375942
0.27	0.34	0.6000000000000001	0.12537853297998666
0.271	0.34	0.6000000000000001	0.12616007997588863
0.272	0.34	0.6000000000000001	0.12694756972146548
0.273	0.34	0.6000000000000001	0.12774100221671722
0.274	0.34	0.6000000000000001	0.1285403774616438
0.275	0.34	0.6000000000000001	0.12934569545624514
0.276	0.34	0.6000000000000001	0.1301569562005213
0.277	0.34	0.6000000000000001	0.13097415969447232
0.278	0.34	0.6000000000000001	0.13179730593809824
0.279	0.34	0.6000000000000001	0.13262639493139897
0.28	0.34	0.6000000000000001	0.13346142667437458
0.281	0.34	0.6000000000000001	0.13430240116702488
0.28200000000000003	0.36000000000000004	0.6000000000000001	0.1164022012885751
0.28300000000000003	0.36000000000000004	0.6000000000000001	0.11716335881698109
0.28400000000000003	0.36000000000000004	0.6200000000000001	0.10357926894869816
0.28500000000000003	0.36000000000000004	0.6200000000000001	0.10426595646183479
0.28600000000000003	0.36000000000000004	0.6200000000000001	0.10495794069088978
0.28700000000000003	0.36000000000000004	0.6200000000000001	0.10565522163586337
0.28800000000000003	0.36000000000000004	0.6400000000000001	0.09180480961647539
0.289	0.36000000000000004	0.6600000000000001	0.07782234942564685
0.29	0.36000000000000004	0.6600000000000001	0.07836129280997758
0.291	0.36000000000000004	0.6600000000000001	0.07890488687647064
0.292	0.36000000000000004	0.6600000000000001	0.07945313162512593
0.293	0.36000000000000004	0.6600000000000001	0.08000602705594353
0.294	0.36000000000000004	0.6600000000000001	0.08056357316892339
0.295	0.36000000000000004	0.6600000000000001	0.08112576996406552
0.296	0.36000000000000004	0.6800000000000002	0.0793931343266865
0.297	0.36000000000000004	0.6800000000000002	0.07988658397673638
0.298	0.36000000000000004	0.6800000000000002	0.08038500732582667
0.299	0.36000000000000004	0.6800000000000002	0.08088840437395739
0.3	0.36000000000000004	0.6800000000000002	0.0813967751211285
0.301	0.38000000000000006	0.6800000000000002	0.06189990999671942
0.302	0.38000000000000006	0.6800000000000002	0.06232127802658849
0.303	0.38000000000000006	0.6800000000000002	0.06274729673861985
0.304	0.38000000000000006	0.6800000000000002	0.06317796613281355
0.305	0.38000000000000006	0.6800000000000002	0.06361328620916945
0.306	0.38000000000000006	0.6800000000000002	0.06405325696768764
0.307	0.38000000000000006	0.6800000000000002	0.06449787840836804
0.308	0.38000000000000006	0.6800000000000002	0.06494715053121079
0.309	0.4000000000000001	0.6800000000000002	0.0448590353656602
0.31	0.4000000000000001	0.6800000000000002	0.04521844919984938
0.311	0.4000000000000001	0.6800000000000002	0.04558219069932266
0.312	0.4000000000000001	0.6800000000000002	0.045950259864080065
0.313	0.4000000000000001	0.6800000000000002	0.04632265669412165
0.314	0.4000000000000001	0.6800000000000002	0.04669938118944737
0.315	0.4000000000000001	0.6800000000000002	0.04708043335005722
0.316	0.4000000000000001	0.6800000000000002	0.04746581317595119
0.317	0.4000000000000001	0.6800000000000002	0.04785552066712927
0.318	0.4000000000000001	0.6800000000000002	0.048249555823591486
0.319	0.4000000000000001	0.6800000000000002	0.04864791864533788
0.32	0.4000000000000001	0.6800000000000002	0.049050609132368354
0.321	0.4000000000000001	0.6800000000000002	0.049457627284683
0.322	0.4000000000000001	0.6800000000000002	0.04986897310228176
0.323	0.4000000000000001	0.6800000000000002	0.05028464658516462
0.324	0.4000000000000001	0.6800000000000002	0.050704647733331686
0.325	0.4000000000000001	0.6800000000000002	0.05112897654678283
0.326	0.4000000000000001	0.6800000000000002	0.05155763302551809
0.327	0.4000000000000001	0.6800000000000002	0.051990617169537526
0.328	0.4000000000000001	0.6800000000000002	0.05242792897884107
0.329	0.4000000000000001	0.6800000000000002	0.05286956845342873
0.33	0.4000000000000001	0.6800000000000002	0.05331553559330057
0.331	0.4000000000000001	0.6800000000000002	0.05376583039845649
0.332	0.4000000000000001	0.6800000000000002	0.05422045286889659
0.333	0.4000000000000001	0.6800000000000002	0.05467940300462078
0.334	0.4000000000000001	0.6800000000000002	0.05514268080562913
0.335	0.4000000000000001	0.7000000000000002	0.05243758164739973
0.336	0.4000000000000001	0.7000000000000002	0.05283650357731959
0.337	0.4000000000000001	0.7200000000000002	0.05682176861166261
0.338	0.4000000000000001	0.7200000000000002	0.05722850597553671
0.339	0.4000000000000001	0.7200000000000002	0.057639571004694905
0.34	0.4000000000000001	0.7200000000000002	0.058054963699137305
0.341	0.4000000000000001	0.7200000000000002	0.0584746840588638
0.342	0.4000000000000001	0.7200000000000002	0.05889873208387442
0.343	0.4000000000000001	0.7200000000000002	0.05932710777416915
0.34400000000000003	0.4000000000000001	0.7200000000000002	0.059759811129748056
0.34500000000000003	0.4000000000000001	0.7200000000000002	0.06019684215061108
0.34600000000000003	0.4000000000000001	0.7200000000000002	0.060638200836758235
0.34700000000000003	0.4000000000000001	0.7200000000000002	0.06108388718818951
0.34800000000000003	0.4000000000000001	0.7200000000000002	0.0615339012049049
0.34900000000000003	0.4000000000000001	0.7200000000000002	0.061988242886904514
0.35000000000000003	0.4000000000000001	0.7200000000000002	0.06244691223418815
0.35100000000000003	0.4000000000000001	0.7200000000000002	0.06290990924675595
0.352	0.4000000000000001	0.7200000000000002	0.06337723392460795
0.353	0.4000000000000001	0.7200000000000002	0.06384888626774404
0.354	0.4000000000000001	0.7200000000000002	0.0643248662761642
0.355	0.4000000000000001	0.7200000000000002	0.06480517394986855
0.356	0.4000000000000001	0.7200000000000002	0.065289809288857
0.357	0.4000000000000001	0.7200000000000002	0.0657787722931296
0.358	0.4000000000000001	0.7200000000000002	0.06627206296268638
0.359	0.4000000000000001	0.7200000000000002	0.06676968129752725
0.36	0.4200000000000001	0.7200000000000002	0.07223540593568115
0.361	0.4200000000000001	0.7200000000000002	0.07269357168518525
0.362	0.4200000000000001	0.7400000000000002	0.07733677585520121
0.363	0.4200000000000001	0.7400000000000002	0.0778919630836718
0.364	0.4200000000000001	0.7400000000000002	0.07845147797742653
0.365	0.4200000000000001	0.7400000000000002	0.07901532053646543
0.366	0.4200000000000001	0.7400000000000002	0.07958349076078841
0.367	0.4200000000000001	0.7400000000000002	0.08015598865039557
0.368	0.4200000000000001	0.7400000000000002	0.0807328142052868
0.369	0.4200000000000001	0.7400000000000002	0.08131396742546224
0.37	0.4200000000000001	0.7400000000000002	0.08189944831092176
0.371	0.4200000000000001	0.7400000000000002	0.08248925686166542
0.372	0.4200000000000001	0.7400000000000002	0.08308339307769325
0.373	0.4200000000000001	0.7400000000000002	0.08368185695900518
0.374	0.4200000000000001	0.7400000000000002	0.08428464850560122
0.375	0.4200000000000001	0.7400000000000002	0.08489176771748146
0.376	0.4200000000000001	0.7400000000000002	0.08550321459464577
0.377	0.4200000000000001	0.7400000000000002	0.0861189891370942
0.378	0.4200000000000001	0.7400000000000002	0.08673909134482682
0.379	0.44000000000000017	0.7400000000000002	0.09324968434616425
0.38	0.44000000000000017	0.7400000000000002	0.09390353718112092
0.381	0.44000000000000017	0.7400000000000002	0.09456139466448366
0.382	0.44000000000000017	0.7400000000000002	0.09522325679625232
0.383	0.44000000000000017	0.7400000000000002	0.09588912357642702
0.384	0.44000000000000017	0.7400000000000002	0.0965589950050077
0.385	0.44000000000000017	0.7400000000000002	0.0972328710819943
0.386	0.44000000000000017	0.7400000000000002	0.09791075180738697
0.387	0.44000000000000017	0.7600000000000002	0.08511285218910596
0.388	0.44000000000000017	0.7600000000000002	0.08578069105518217
0.389	0.44000000000000017	0.7600000000000002	0.08645285758654266
0.39	0.44000000000000017	0.7600000000000002	0.08712935178318716
0.391	0.44000000000000017	0.7600000000000002	0.08781017364511585
0.392	0.44000000000000017	0.7600000000000002	0.08849532317232868
0.393	0.44000000000000017	0.7600000000000002	0.08918480036482555
0.394	0.44000000000000017	0.7600000000000002	0.08987860522260656
0.395	0.44000000000000017	0.7600000000000002	0.09057673774567178
0.396	0.44000000000000017	0.7600000000000002	0.09127919793402117
0.397	0.44000000000000017	0.7600000000000002	0.09198598578765453
0.398	0.44000000000000017	0.7600000000000002	0.09269710130657216
0.399	0.44000000000000017	0.7600000000000002	0.09341254449077385
0.4	0.44000000000000017	0.7600000000000002	0.09413231534025966
0.401	0.44000000000000017	0.7600000000000002	0.09485641385502971
0.402	0.44000000000000017	0.7600000000000002	0.09558484003508377
0.403	0.44000000000000017	0.7600000000000002	0.09631759388042208
0.404	0.44000000000000017	0.7600000000000002	0.09705467539104451
0.405	0.44000000000000017	0.7600000000000002	0.09779608456695109
0.406	0.44000000000000017	0.7600000000000002	0.09854182140814172
0.40700000000000003	0.44000000000000017	0.7600000000000002	0.09929188591461649
0.40800000000000003	0.44000000000000017	0.7800000000000002	0.10656092889598859
0.40900000000000003	0.44000000000000017	0.7800000000000002	0.1072924902474315
0.41000000000000003	0.44000000000000017	0.7800000000000002	0.10802870228103668
0.41100000000000003	0.44000000000000017	0.8000000000000003	0.08800130687958903
0.41200000000000003	0.44000000000000017	0.8000000000000003	0.08862603438733119
0.41300000000000003	0.44000000000000017	0.8000000000000003	0.08925508956035749
0.41400000000000003	0.44000000000000017	0.8000000000000003	0.08988847239866803
0.41500000000000004	0.4600000000000002	0.8000000000000003	0.11039237118428283
0.41600000000000004	0.4600000000000002	0.8200000000000003	0.0900036508883613
0.417	0.4800000000000002	0.8200000000000003	0.11964960862403978
0.418	0.4800000000000002	0.8200000000000003	0.12019751757024451
0.419	0.4800000000000002	0.8200000000000003	0.12074878513109903
0.42	0.4800000000000002	0.8200000000000003	0.12130341130660321
0.421	0.4800000000000002	0.8200000000000003	0.12186139609675711
0.422	0.4800000000000002	0.8200000000000003	0.12242273950156074
0.423	0.4800000000000002	0.8200000000000003	0.12298744152101405
0.424	0.4800000000000002	0.8200000000000003	0.12355550215511713
0.425	0.5000000000000002	0.8200000000000003	0.124884171729069
0.426	0.5000000000000002	0.8200000000000003	0.1254623947146483
0.427	0.5200000000000002	0.8200000000000003	0.15318329704502268
0.428	0.5200000000000002	0.8200000000000003	0.1537892936238029
0.429	0.5200000000000002	0.8200000000000003	0.15439800278347637
0.43	0.5200000000000002	0.8200000000000003	0.15500942452404343
0.431	0.5200000000000002	0.8400000000000003	0.1338446879743155
0.432	0.5200000000000002	0.8400000000000003	0.13433522514249358
0.433	0.5200000000000002	0.8400000000000003	0.13482815187468694
0.434	0.5200000000000002	0.8400000000000003	0.13532346817089563
0.435	0.5200000000000002	0.8400000000000003	0.13582117403111957
0.436	0.5200000000000002	0.8400000000000003	0.13632126945535883
0.437	0.5200000000000002	0.8400000000000003	0.1368237544436133
0.438	0.5200000000000002	0.8400000000000003	0.13732862899588316
0.439	0.5200000000000002	0.8400000000000003	0.13783589311216832
0.44	0.5200000000000002	0.8400000000000003	0.13834554679246863
0.441	0.5200000000000002	0.8400000000000003	0.1388575900367843
0.442	0.5200000000000002	0.8400000000000003	0.13937202284511532
0.443	0.5200000000000002	0.8400000000000003	0.13988884521746156
0.444	0.5200000000000002	0.8400000000000003	0.140408057153823
0.445	0.5200000000000002	0.8400000000000003	0.14092965865419985
0.446	0.5200000000000002	0.8400000000000003	0.14145364971859195
0.447	0.5200000000000002	0.8400000000000003	0.1419800303469993
0.448	0.5200000000000002	0.8400000000000003	0.14250880053942205
0.449	0.5200000000000002	0.8400000000000003	0.14303996029586
0.45	0.5200000000000002	0.8400000000000003	0.14357350961631318
0.451	0.5200000000000002	0.8400000000000003	0.1441094485007817
0.452	0.5200000000000002	0.8400000000000003	0.1446477769492655
0.453	0.5200000000000002	0.8400000000000003	0.1451884949617646
0.454	0.5200000000000002	0.8400000000000003	0.14573160253827894
0.455	0.5200000000000002	0.8400000000000003	0.1462770996788086
0.456	0.5200000000000002	0.8400000000000003	0.1468249863833535
0.457	0.5200000000000002	0.8400000000000003	0.14737526265191378
0.458	0.5200000000000002	0.8400000000000003	0.14792792848448932
0.459	0.5200000000000002	0.8400000000000003	0.14848298388108014
0.46	0.5200000000000002	0.8400000000000003	0.1490404288416862
0.461	0.5200000000000002	0.8400000000000003	0.14960026336630758
0.462	0.5200000000000002	0.8400000000000003	0.15016248745494415
0.463	0.5200000000000002	0.8400000000000003	0.15072710110759613
0.464	0.5200000000000002	0.8400000000000003	0.1512941043242634
0.465	0.5200000000000002	0.8600000000000003	0.12836658455200303
0.466	0.5200000000000002	0.8600000000000003	0.12880266662774523
0.467	0.5200000000000002	0.8600000000000003	0.12924081525062459
0.468	0.5200000000000002	0.8600000000000003	0.1296810304206411
0.46900000000000003	0.5200000000000002	0.8600000000000003	0.1301233121377947
0.47000000000000003	0.5200000000000002	0.8600000000000003	0.1305676604020855
0.47100000000000003	0.5200000000000002	0.8600000000000003	0.1310140752135134
0.47200000000000003	0.5200000000000002	0.8600000000000003	0.13146255657207848
0.47300000000000003	0.5200000000000002	0.8600000000000003	0.13191310447778065
0.47400000000000003	0.5200000000000002	0.8800000000000003	0.10841403063838927
0.47500000000000003	0.5200000000000002	0.8800000000000003	0.10873052563961551
0.47600000000000003	0.5200000000000002	0.8800000000000003	0.10904876417110076
0.47700000000000004	0.5200000000000002	0.8800000000000003	0.10936874623284502
0.47800000000000004	0.5200000000000002	0.8800000000000003	0.10969047182484827
0.47900000000000004	0.5200000000000002	0.8800000000000003	0.1100139409471105
0.48	0.5200000000000002	0.8800000000000003	0.11033915359963177
0.481	0.5200000000000002	0.8800000000000003	0.11066610978241205
0.482	0.5200000000000002	0.8800000000000003	0.11099480949545126
0.483	0.5200000000000002	0.8800000000000003	0.11132525273874959
0.484	0.5200000000000002	0.8800000000000003	0.11165743951230686
0.485	0.5200000000000002	0.8800000000000003	0.1119913698161231
0.486	0.5200000000000002	0.8800000000000003	0.11232704365019838
0.487	0.5200000000000002	0.8800000000000003	0.11266446101453258
0.488	0.5200000000000002	0.8800000000000003	0.11300362190912588
0.489	0.5200000000000002	0.8800000000000003	0.11334452633397818
0.49	0.5200000000000002	0.8800000000000003	0.11368717428908948
0.491	0.5200000000000002	0.8800000000000003	0.11403156577445973
0.492	0.5200000000000002	0.8800000000000003	0.11437770079008894
0.493	0.5200000000000002	0.8800000000000003	0.11472557933597728
0.494	0.5200000000000002	0.8800000000000003	0.11507520141212457
0.495	0.5200000000000002	0.8800000000000003	0.11542656701853084
0.496	0.5200000000000002	0.8800000000000003	0.11577967615519609
0.497	0.5200000000000002	0.8800000000000003	0.11613452882212034
0.498	0.5200000000000002	0.8800000000000003	0.11649112501930375
0.499	0.5200000000000002	0.8800000000000003	0.11684946474674601
0.5	0.5200000000000002	0.8800000000000003	0.11720954800444733
0.501	0.5200000000000002	0.8800000000000003	0.11757137479240763
0.502	0.5200000000000002	0.8800000000000003	0.11793494511062692
0.503	0.5200000000000002	0.8800000000000003	0.11830025895910529
0.504	0.5200000000000002	0.8800000000000003	0.11866731633784253
0.505	0.5200000000000002	0.8800000000000003	0.11903611724683885
0.506	0.5200000000000002	0.8800000000000003	0.11940666168609418
0.507	0.5200000000000002	0.8800000000000003	0.1197789496556085
0.508	0.5200000000000002	0.8800000000000003	0.1201529811553818
0.509	0.5200000000000002	0.8800000000000003	0.12052875618541414
0.51	0.5200000000000002	0.8800000000000003	0.12090627474570545
0.511	0.5200000000000002	0.8800000000000003	0.1212855368362558
0.512	0.5200000000000002	0.8800000000000003	0.1216665424570651
0.513	0.5200000000000002	0.8800000000000003	0.12204929160813341
0.514	0.5200000000000002	0.8800000000000003	0.12243378428946078
0.515	0.5200000000000002	0.8800000000000003	0.1228200205010471
0.516	0.5200000000000002	0.8800000000000003	0.1232080002428924
0.517	0.5200000000000002	0.8800000000000003	0.12359772351499676
0.518	0.5200000000000002	0.8800000000000003	0.12398919031736012
0.519	0.5200000000000002	0.8800000000000003	0.12438240064998245
0.52	0.5200000000000002	0.8800000000000003	0.1247773545128638
0.521	0.5200000000000002	0.8800000000000003	0.12517405190600417
0.522	0.5200000000000002	0.8800000000000003	0.12557249282940347
0.523	0.5200000000000002	0.8800000000000003	0.1259726772830618
0.524	0.5200000000000002	0.8800000000000003	0.1263746052669792
0.525	0.5200000000000002	0.8800000000000003	0.12677827678115555
0.526	0.5200000000000002	0.8800000000000003	0.12718369182559092
0.527	0.5200000000000002	0.8800000000000003	0.12759085040028523
0.528	0.5200000000000002	0.8800000000000003	0.12799975250523868
0.529	0.5200000000000002	0.8800000000000003	0.12841039814045102
0.53	0.5200000000000002	0.9000000000000004	0.11758918879245822
0.531	0.5200000000000002	0.9000000000000004	0.11797499306458928
0.532	0.5200000000000002	0.9000000000000004	0.1183628638838575
0.533	0.5200000000000002	0.9000000000000004	0.11875280125026295
0.534	0.5200000000000002	0.9000000000000004	0.11914480516380549
0.535	0.5400000000000003	0.9000000000000004	0.10413235840263226
0.536	0.5400000000000003	0.9000000000000004	0.10447069266989428
0.537	0.5400000000000003	0.9000000000000004	0.10481141650117173
0.538	0.5400000000000003	0.9000000000000004	0.10515452989646439
0.539	0.5800000000000003	0.9200000000000004	0.06896125987350678
0.54	0.5800000000000003	0.9200000000000004	0.06895197842980433
0.541	0.5800000000000003	0.9200000000000004	0.06894476353323906
0.542	0.5800000000000003	0.9200000000000004	0.06893961518381084
0.543	0.5800000000000003	0.9200000000000004	0.06893653338151988
0.544	0.6000000000000003	0.9200000000000004	0.11629907186103897
0.545	0.6000000000000003	0.9200000000000004	0.11641979615074274
0.546	0.6000000000000003	0.9200000000000004	0.11654226397070544
0.547	0.6000000000000003	0.9200000000000004	0.11666647532092718
0.548	0.6000000000000003	0.9200000000000004	0.11679243020140792
0.549	0.6200000000000003	0.9200000000000004	0.10070718395170011
0.55	0.6200000000000003	0.9200000000000004	0.1008638516416951
0.551	0.6200000000000003	0.9200000000000004	0.10102193984507096
0.552	0.6200000000000003	0.9200000000000004	0.1011814485618277
0.553	0.6200000000000003	0.9200000000000004	0.10134237779196525
0.554	0.6200000000000003	0.9200000000000004	0.10150472753548373
0.555	0.6200000000000003	0.9200000000000004	0.10166849779238302
0.556	0.6200000000000003	0.9200000000000004	0.10183368856266317
0.557	0.6200000000000003	0.9200000000000004	0.10200029984632421
0.558	0.6200000000000003	0.9200000000000004	0.1021683316433661
0.559	0.6200000000000003	0.9400000000000004	0.11578235040450276
0.56	0.6200000000000003	0.9400000000000004	0.1158911610129118
0.561	0.6200000000000003	0.9400000000000004	0.11600171515157989
0.562	0.6200000000000003	0.9400000000000004	0.11611401282050693
0.5630000000000001	0.6200000000000003	0.9400000000000004	0.11622805401969305
0.5640000000000001	0.6200000000000003	0.9400000000000004	0.11634383874913809
0.5650000000000001	0.6200000000000003	0.9400000000000004	0.11646136700884216
0.5660000000000001	0.6200000000000003	0.9400000000000004	0.11658063879880523
